observation,data_marking,statistical_unit_eng,statistical_unit_cym,measure_type_eng,measure_type_cym,observation_type,empty,obs_type_value,unit_multiplier,unit_of_measure_eng,unit_of_measure_cym,confidentuality,empty1,geographic_area,empty2,empty3,time_dim_item_id,time_dim_item_label_eng,time_dim_item_label_cym,time_type,empty4,statistical_population_id,statistical_population_label_eng,statistical_population_label_cym,cdid,cdiddescrip,empty5,empty6,empty7,empty8,empty9,empty10,empty11,empty12,dim_id_1,dimension_label_eng_1,dimension_label_cym_1,dim_item_id_1,dimension_item_label_eng_1,dimension_item_label_cym_1,is_total_1,is_sub_total_1
2.9528707549198026,,,,,,,,,,,,,,Borders,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
110.93394550457442,,,,,,,,,,,,,,Central,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
4.179832090501625,,,,,,,,,,,,,,Central,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
24.108147809574497,,,,,,,,,,,,,,Dumfries & Galloway,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
2.7768191284110992,,,,,,,,,,,,,,Dumfries & Galloway,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
72.81832338116791,,,,,,,,,,,,,,Fife,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
12.857483826938786,,,,,,,,,,,,,,Fife,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
136.0370428412003,,,,,,,,,,,,,,Grampian,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
80.45207530053092,,,,,,,,,,,,,,Grampian,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
354.49074985604074,,,,,,,,,,,,,,Greater Glasgow,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
114.38359215661153,,,,,,,,,,,,,,Greater Glasgow,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
438.20953382356646,,,,,,,,,,,,,,Highlands,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
11.714481265999021,,,,,,,,,,,,,,Highlands,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
195.84744578529396,,,,,,,,,,,,,,Islands,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
1.7856000734863209,,,,,,,,,,,,,,Islands,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
1150.7154867265958,,,,,,,,,,,,,,Lothian,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
171.87911405532432,,,,,,,,,,,,,,Lothian,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
67.67916689554595,,,,,,,,,,,,,,Strathclyde,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
8.151266665953997,,,,,,,,,,,,,,Strathclyde,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
124.67691211843635,,,,,,,,,,,,,,Tayside,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
36.44333812616378,,,,,,,,,,,,,,Tayside,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
4.290104018162715,,,,,,,,,,,,,,Scotland unspecified,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
1.0217300406344259,,,,,,,,,,,,,,Scotland unspecified,,,2016,2016,,Year,,,,,,,,,,,,,0,,Type of Travel,Type of Travel,,Business,Business,,,
51.57966012221307,,,,,,,,,,,,,,Aberconwy/Colwyn,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
1.31051550806318,,,,,,,,,,,,,,Aberconwy/Colwyn,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
16.73265043030455,,,,,,,,,,,,,,Anglesey,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
19.340307865263348,,,,,,,,,,,,,,Anglesey,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
,.,,,,,,,,,,,,,Blaenau Gwent,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
1.170129806674373,,,,,,,,,,,,,,Blaenau Gwent,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
8.23305378759622,,,,,,,,,,,,,,Bridgend,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
3.6001467583287687,,,,,,,,,,,,,,Bridgend,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
61.112752886680546,,,,,,,,,,,,,,Caernarfonshire/Meirionnydd,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
